English,CEFR,gender,word,wordWithNiqqud,transliteration,definition,example,exampleWithNiqqud,translation
"studio, ulpan, Hebrew school",B1,masculine,אולפן,אוּלְפָּן,ulpán,מקום ללימוד שפה,הוא לומד עברית באולפן בתל אביב.,הוּא לוֹמֵד עִבְרִית בָּאוּלְפָּן בְּתֵל אָבִיב.,He is learning Hebrew at the ulpan in Tel Aviv.
study of fish,C,masculine,"חקר הדגים",חֵקֶר הַדָּגִים,ħéker hadagím,ענף מדע החוקר דגים,המרצה התעניין בחקר הדגים.,הַמַּרְצֶה הִתְעַנְיֵן בְּחֵקֶר הַדָּגִים.,The lecturer was interested in the study of fish.
"study, investigate",B2,verb,חקר,חָקַר,ħakár,,החוקר חקר את ההשפעות של שינויי האקלים.,הַחוֹקֵר חָקַר אֶת הַהַשְׁפָּעוֹת שֶׁל שִׁנּוּיֵי הָאָקְלִים.,The researcher studied the effects of climate change.
"study, investigation",B2,masculine,חקר,חָקַר,ħéker,,חקר הים מגלה לנו יצורים מרתקים.,חֵקֶר הַיָּם מְגַלֶּה לָנוּ יְצוּרִים מְרַתְּקִים.,The study of the sea reveals fascinating creatures.
"study, studying",B1,masculine,לימוד,לִימּוּד,limúd,פעולת הלימוד,הלימוד באוניברסיטה מעניין.,הַלִּמּוּד בְּאֻנִּיבֶרְסִיטָה מְעַנְיֵן.,Studying at the university is interesting.
stumbling stone,C,feminine,אבן נגף,אֶבֶן נֶגֶף,éven négef,מכשול שמקשה על הדרך,הנושא הפך לאבן נגף במשא ומתן.,הַנּוֹשֵׂא הָפַךְ לְאֶבֶן נֶגֶף בַּמַּשָּׂא וּמַתָּן.,The issue became a stumbling block in the negotiations.
subject,A2,masculine,נושא,נוֹשֵׂא,nosé,נושא או רעיון מרכזי,הנושא היום הוא חינוך.,הַנּוֹשֵׂא הַיּוֹם הוּא חִנּוּךְ.,Today's subject is education.
subject,A2,masculine,מקצוע,מִקְצוֹעַ,miktsóa,תחום לימוד או עיסוק,הנושא בשיחה היה מעניין.,הַנּוֹשֵׂא בַּשִּׂיחָה הָיָה מְעַנְיֵן.,The subject of the conversation was interesting.
submarine,B2,feminine,צוללת,צוֹלֶלֶת,tsolélet,,הצוללת שטה מתחת לפני הים.,הַצּוֹלֶלֶת שָׁטָה מִתַּחַת לִפְנֵי הַיָּם.,The submarine sailed beneath the surface of the sea.
subtitle,B2,feminine,כתובית,כָּתוּבִית,ktuvít,,לסרט נוסף כתובית באנגלית.,לַסֶּרֶט נוֹסְפָה כְּתוּבִית בְּאַנְגְּלִית.,The movie was given English subtitles.
suck,B2,verb,מוצץ‎,מוֹצֵץ,motséts,,התינוק מוצץ מוצץ צבעוני כדי להירגע.,הַתִּינוֹק מוֹצֵץ מוֹצֵץ צִבְעוֹנִי כְּדֵי לְהֵירָגַע.,The baby is sucking a colorful pacifier to calm down.
suicide,C,feminine,התאבדות,הִתְאַבְּדוּת,hitabdút,המתת אדם את עצמו,המשטרה חקרה מקרה של התאבדות מצערת.,הַמִּשְׁטָרָה חָקְרָה מִקְרֶה שֶׁל הִתְאַבְּדוּת מְצַעֶרֶת.,The police investigated a tragic case of suicide.
suit,A2,feminine,חליפה,חֲלִיפָה,ħalifá,לבוש רשמי מלא,הוא לובש חליפה בחתונה.,הוּא לוֹבֵשׁ חֲלִיפָה בַּחֲתוּנָּה.,He wears a suit at the wedding.
suitcase,A2,feminine,מזוודה,מַזְוָודָה,mizvadá,תיק גדול לנשיאת חפצים,היא ארזה את הבגדים במזוודה.,הִיא אָרְזָה אֶת הַבְּגָדִים בַּמִּזְוָדָה.,She packed the clothes in the suitcase.
summer,A1,masculine,קיץ,קַיִץ,káyits,עונת השנה החמה,בקיץ הים חם.,בַּקַּיִץ הַיָּם חָם.,The sea is warm in the summer.
sun,A1,feminine,שמש,שֶׁמֶשׁ,shémesh,כדור אש שמאיר ומחמם ביום,השמש זורחת בבוקר.,הַשֶּׁמֶשׁ זוֹרַחַת בַּבֹּקֶר.,The sun rises in the morning.
Sunday,A1,masculine,יום ראשון,יוֹם רִאשׁוֹן,yom rishón,היום הראשון בשבוע,היום יום ראשון.,הַיּוֹם יוֹם רִאשׁוֹן.,Today is Sunday.
"sunny, solar",B2,adjective,שמשי,שֶׁמֶשִׁי,shimshí,,היום היה חמים ושמשי.,הַיּוֹם הָיָה חַמִּים וְשֶׁמֶשִׁי.,The day was warm and sunny.
supreme,B1,masculine,עליון,עֶלְיוֹן,elyón,בעל הדרגה הגבוהה ביותר,הבית משפט העליון קיבל את החלטתו.,הַבֵּית מִשְׁפָּט הָעֶלְיוֹן קִבֵּל אֶת הַחֲלָטָתוֹ.,The Supreme Court has made its decision.
surface,B1,masculine,משטח,מִשְׁטָח,mishtáħ,פני השטח של דבר,המשטח צריך להיות חלק וישר.,הַמִּשְׁטָּח צָרִיךְ לִהְיוֹת חָלָק וְיָשָׁר.,The surface needs to be smooth and straight.
surfboard,B1,masculine,גלשן,גַּלְשָׁן,galshán,כלי לשיט בגלים,הילד שט על הגלשן בים.,הַיֶּלֶד שָׁט עַל הַגַּלְשָׁן בַּיָּם.,The boy surfed on the surfboard in the sea.
"surgeon, analyst",B2,masculine,מנתח,מְנַתֵּחַ,mnatéaħ,,המנתח ביצע ניתוח עדין במוח.,הַמְּנַתֵּחַ בִּצֵּעַ נִיתּוּחַ עָדִין בַּמּוֹחַ.,The surgeon performed a delicate brain surgery.
surgery,B2,feminine,כירורגיה,כִּירוּרְגְּיָה,ħirurgya,,היא למדה כירורגיה באוניברסיטה יוקרתית.,הִיא לָמְדָה כִּירוּרְגְּיָה בְּאוּנִיבֶרְסִיטָה יוֹקְרָתִית.,She studied surgery at a prestigious university.
"surgery, analysis",B2,masculine,ניתוח,נִיתּוּחַ,nitúaħ,,הרופא הסביר את מהלך הניתוח לחולה.,הָרוֹפֵא הִסְבִּיר אֶת מַהֲלַךְ הַנִּיתּוּחַ לַחוֹלֶה.,The doctor explained the course of the surgery to the patient.
surgical,B2,adjective,כירורגי,כִּירוּרְגִּי,ħirurgi,,ההליך כלל טיפול כירורגי מסובך.,הַהֲלִיךְ כָּלַל טִיפּוּל כִּירוּרְגִּי מְסֻבָּךְ.,The procedure included a complicated surgical treatment.
surprise,B1,feminine,הפתעה,הַפְתָּעָה,haftaá,גרם להפתעה,ההפתעה היתה גדולה מאוד.,הַהַפְתָּעָה הָיְתָה גְּדוֹלָה מְאוֹד.,The surprise was very big.
surprise,B1,verb,הפתיע,הִפְתִּיעַ,hiftía,הדהים מישהו,החבר שלי הפתיע אותי במתנה.,הַחָבֵר שֶׁלִּי הִפְתִּיעַ אוֹתִי בְּמַתָּנָה.,My friend surprised me with a gift.
surprise party,B2,feminine,מסיבת הפתעה,מְסִבַּת הַפְתָּעָה,msibát haftaá,,החברים הפתיעו אותה במסיבת הפתעה.,הַחֲבֵרִים הִפְתִּיעוּ אוֹתָהּ בְּמִסִּיבַּת הַפְתָּעָה.,The friends surprised her with a surprise party.
survival,B2,feminine,הישרדות,הִשְׂרָדוּת,hisardút,הישארות בחיים בתנאים קשים,הישרדות במדבר דורשת כישורים מיוחדים.,הִשְׂרְדוּת בַּמִּדְבָּר דוֹרֶשֶׁת כִּישּׁוּרִים מְיֻחָדִים.,Survival in the desert requires special skills.
survive,B1,verb,שורד‎,שׁוֹרֵד,sarád,נשאר בחיים לאחר סכנה,החייל שרד את המלחמה הקשה.,הַחַיָּל שָׂרַד אֶת הַמִּלְחָמָה הַקָּשָׁה.,The soldier survived the tough war.
sushi,A1,masculine,סושי,סוּשִׁי,súshi,מאכל יפני מאורז ודגים,אנחנו אוכלים סושי במסעדה.,אֲנַחְנוּ אוֹכְלִים סוּשִׁי בַּמִּסְעָדָה.,We are eating sushi at the restaurant.
sweet,A1,adjective,מתוק,מָתוֹק,matók,בעל טעם מתוק כסוכר,העגה הזאת מתוקה.,הֶעָגָה הַזֹּאת מְתוּקָה.,This cake is sweet.
swim,A2,verb,שחה,שָׂחָה,saħá,זז במים בתנועת גוף,הילדה שחתה בבריכה.,הַיַּלְדָּה שָׂחֲתָה בַּבְּרֵכָה.,The girl swam in the pool.
swimming,A2,feminine,שחיה,שְׂחִיָּה,sħiyá,פעולה של שחייה,השחיה היא ספורט בריא.,הַשְּׁחִיָּה הִיא סְפּוֹרְט בָּרִיא.,Swimming is a healthy sport.
swimsuit,A2,masculine,בגד ים,בֶּגֶד יָם,béged yam,בגד לשחייה,אני קניתי בגד ים חדש.,אֲנִי קָנִיתִי בֶּגֶד יָם חָדָשׁ.,I bought a new swimsuit.
sword,B1,feminine,חרב,חֶרֶב,ħérev,נשק חד ללחימה,החרב היתה חדה ומסוכנת.,הָחֶרֶב הָיְתָה חַדָּה וּמְסֻכֶּנֶת.,The sword was sharp and dangerous.
synagogue,A1,masculine,בית כנסת,בֵּית כְּנֶסֶת,béit knéset,מבנה שבו שוהים אורחים לזמן קצר,אנחנו הולכים לבית הכנסת בשבת.,אֲנַחְנוּ הוֹלְכִים לְבֵית הַכְּנֶסֶת בַּשַּׁבָּת.,We go to the synagogue on Shabbat.
synchronize,B2,verb,סינכרן,סִינְכְּרֵן,sinħrén,,התוכנה סינכרנה את כל הנתונים בין המכשירים.,הַתּוֹכְנָה סִינְכְּרְנָה אֶת כָּל הַנְּתוּנִים בֵּין הַמַּכְשִׁירִים.,The software synchronized all the data between the devices.
"system, method",B1,feminine,שיטה,שִׁיטָה,shitá,שיטה או דרך פעולה,זאת שיטה חדשה ללימוד עברית.,זֹאת שִׁיטָה חֲדָשָׁה לְלִמּוּד עִבְרִית.,This is a new method for learning Hebrew.
"system, set",B1,feminine,מערכת,מַעֲרֶכֶת,maaréħet,קבוצה של חלקים הפועלים יחד,המערכת במחשב חשובה להפעלת התוכנה.,הַמַּעֲרֶכֶת בַּמַּחְשֵׁב חֲשׁוּבָה לְהַפְעָלַת הַתָּכְנָה.,The system in the computer is important for running the software.
table,A1,masculine,שולחן,שֻׁלְחָן,shulħán,רהיט להנחת חפצים ואכילה,השולחן במטבח גדול.,הַשּׁוּלְחָן בַּמִּטְבָּח גָּדוֹל.,The table in the kitchen is big.
table,B1,feminine,טבלה,טַבְלָה,tavlá,רשימה מסודרת בעמודות ושורות,הטבלה הזאת מראה את הנתונים.,הַטַּבְלָה הַזֹּאת מַרְאֶה אֶת הַנְּתוּנִים.,This table shows the data.
tablecloth,B1,feminine,מפת שולחן,מַפַּת שֻׁלְחָן,mapát shulkhán,כיסוי לשולחן,היא שמה מפת שולחן חדשה לפני האוכל.,הִיא שָׂמָה מַפַּת שֻׁלְחָן חֲדָשָׁה לִפְנֵי הָאֹכֶל.,She put a new tablecloth before the meal.
take,A1,verb,לקח,לָקַח,lakákh,לקח ליד או קיבל דבר,היא לקחה עוגיה מהשולחן.,הִיא לָקְחָה עוּגִיָּה מֵהַשֻּׁלְחָן.,She took a cookie from the table.
"take down, download",B1,verb,הוריד,הוֹרִיד,horíd,הוריד ממקום גבוה או מהאינטרנט,הוא הוריד את התמונה מהאינטרנט.,הוּא הוֹרִיד אֶת הַתְּמוּנָה מֵהָאִינְטֶרְנֵט.,He downloaded the picture from the internet.
"take part, participate",B1,verb,לקח חלק,לָקַח חֵלֶק,lakákh khélek,השתתף בפעולה,הוא לקח חלק בפרויקט.,הוּא לָקַח חֵלֶק בְּפְרוֹיֶּקְט.,He took part in the project.
takeout,C,masculine,קח ולך,קַח וָלֵךְ,kakh valékh,אוכל הנלקח מהמקום ולא נאכל בו,המטבח הציע שירות של קח ולך.,הַמִּטְבָּח הִצִּיעַ שֵׁרוּת שֶׁל “קַח וָלֵךְ”.,The kitchen offered a “takeout” service.
talent,B1,masculine,כישרון,כִּישָּׁרוֹן,kisharón,כישרון מיוחד או יכולת,הילד מלא כישרון במוסיקה.,הַיֶּלֶד מָלֵא כִּשְׁרוֹן בַּמּוּסִיקָה.,The child is very talented in music.
"tall, high",A1,adjective,גבוה,גָּבוֹהַּ,gavóa,בעל גובה רב,המגדל גבוה מאוד.,הַמִּגְדָּל גָּבוֹהַּ מְאוֹד.,The tower is very tall.
"tallness, height",A2,masculine,גובה,גֹּבַהּ,góva,גובהו של אדם או דבר,הגבה של הבניין הזה מאה מטר.,הַגֹּבַהּ שֶׁל הַבִּנְיָן הַזֶּה מֵאָה מֶטֶר.,The height of this building is one hundred meters.
tank,B1,masculine,טנק,טַנְק,tank,רכב מלחמה כבד,הטנק הסתובב בשדה.,הַטַּנְק הִסְתּוֹבֵב בַּשָּׂדֶה.,The tank moved across the field.
taste,A2,masculine,טעם,טַעַם,táam,תחושת פה ממזון או משקה,ללחם הזה יש טעם טוב.,לַלֶּחֶם הַזֶּה יֵשׁ טַעַם טוֹב.,This bread has a good taste.
"tasty, delicious",A1,adjective,טעים,טָעִים,taím,בעל טעם טוב ומהנה,האוכל הזה טעים מאוד.,הָאוֹכֶל הַזֶּה טָעִים מְאוֹד.,This food is very tasty.
tax,B1,masculine,מס,מַס,mas,כסף שניתן למדינה כחובה,כל אזרח חייב לשלם מס למדינה.,כָּל אֶזְרָח חַיָּב לְשַׁלֵּם מַס לַמְּדִינָה.,Every citizen must pay tax to the state.
taxi,A2,feminine,מונית,מוֹנִית,monít,רכב קטן לשכירת נסיעות,היא קראה מונית לקחת אותנו לשדה התעופה.,הִיא קָרְאָה מוֹנִית לִקְחוֹת אוֹתָנוּ לַשָּׂדֶה הַתְּעוּפָה.,She called a taxi to take us to the airport.
tea,A1,masculine,תה,תֵּה,te,משקה חם מעלי צמח,אני שותה תה בבקר.,אֲנִי שׁוֹתֶה תֵּה בַּבֹּקֶר.,I drink tea in the morning.
teach,B1,verb,לימד,לִימֵּד,liméd,העביר ידע לאחרים,המורה לימד את התלמידים.,הַמּוֹרֶה לִמֵּד אֶת הַתַּלְמִידִים.,The teacher taught the students.
teacher,A1,masculine,מורה,מוֹרֶה,moré,אדם המלמד אחרים,המורה מלמד עברית.,הַמּוֹרֶה מְלַמֵּד עִבְרִית.,The teacher teaches Hebrew.
"teaching, Talmud",B2,masculine,תלמוד,תַּלְמוּד,talmúd,,התלמידים למדו פרק חדש מתוך תלמוד בבלי.,הַתַּלְמִידִים לָמְדוּ פֶּרֶק חָדָשׁ מִתּוֹךְ תַּלְמוּד בַּבְלִי.,The students studied a new chapter from the Babylonian Talmud.
teeth,A1,feminine,שיניים,שִׁינַיִם,shináyim,האיברים בפה לחיתוך ולעיסה,השיניים שלי לבנות.,הַשִּׁנַּיִם שֶׁלִּי לְבָנוֹת.,My teeth are white.
"telephone, phone",A1,masculine,טלפון,טֵלֵפוֹן,télefon,מכשיר לתקשורת קולית,אמי מדברת בטלפון.,אִמִּי מְדַבֶּרֶת בַּטֶּלֶפוֹן.,My mother is talking on the phone.
