English,CEFR,gender,word,wordAudio,pronunciation,transliteration,definition,sentenceAudio,example,sentenceTranslation
rule,B2,verb,שלט,,שֶׁלֶט,shalát,,,המלך שלט באימפריה שנים רבות.,The king ruled the empire for many years.
my,A1,adjective,שלי,X,שֶׁלִּי,shelí,צורת שייכות לדובר,X,הספר הזה שלי.,This book is mine.
ruler,B2,masculine,שליט,,שַׁלִּיט,shalít,,,השליט חתם על הסכם שלום.,The ruler signed a peace agreement.
third,A1,masculine,שלישי,X,שְׁלִישִׁי,shlishí,במספר שלוש בסדר,X,היום השלישי הוא יום ארוך.,Tuesday is a long day.
your,A1,adjective,שלך,X,שֶׁלְּךָ,shelħá,צורת שייכות לנמען,X,התיק הזה שלך או שלך?,Is this bag yours?
complete,A2,verb,שלם,X,שָׁלֵם,shalém,עשה דבר בשלמות,,התקון הזה שלם ולא חסר דבר.,This repair is complete and nothing is missing.
perfection,B2,feminine,שלמות,,שְׁלֵמוּת,shlemút,,,השלמות היא ערך קשה להשגה.,Perfection is a value hard to achieve.
our,A1,adjective,שלנו,X,שֶׁלָּנוּ,shelánu,צורת שייכות של דוברים,X,הבית הזה שלנו.,This house is ours.
there,A1,adverb,שם,X,שָׁם,sham,המקום שאינו כאן,X,הכלב שם בחצר.,The dog is there in the yard.
name,A1,masculine,שם,X,שָׁם,shem,כינוי המזהה אדם או דבר,X,השם שלי יעקב.,My name is Yaakov.
"put, place",A1,verb,שם,X,שֵׁם,sam,הניח דבר במקום,X,הוא שם את הכוס על השולחן.,He put the glass on the table.
"pay attention, notice",A2,verb,שם לב,X,שָׂם לֵב,sam lev,שם לב לדבר מה,,תשים לב למילים שהוא אומר.,Pay attention to the words he is saying.
username,B1,masculine,שם משתמש,,שֵׁם מִשְׁתַּמֵּשׁ,shem mishtamésh,שם ייחודי במחשב או באינטרנט,,הסיסמה צריכה להכיל שם משתמש וסימנים מיוחדים.,The password must contain a username and special characters.
pen name,B2,masculine,שם עט,,שֵׁם עֵט,shem et,,,הסופר השתמש בשם עט בספרו.,The author used a pen name in his book.
left side,A2,masculine,שמאל,X,שְׂמֹאל,simól,צד שמאל בגוף או במרחב,,היד השמאלית שלי חזקה מימיני.,My left hand is stronger than my right.
"left, left-handed",B1,adjective,שמאלי,,שְׂמָאלִי,simalí,משתמש ביד שמאל,,הוא כותב ביד שמאלית.,He writes with his left hand.
leftist,B2,masculine,שמאלני,,שְׂמָאלָנִי,simolaní,,,הוא נחשב לשמאלני מבחינה פוליטית.,He was considered a leftist politically.
eight,A1,adjective,שמונה,X,שְׁמוֹנֶה,shmoná,המספר אחרי שבע,X,אנחנו שמונה ילדים בכיתה.,We are eight children in the class.
happy,A1,adjective,שמח,X,שָׂמֵחַ,saméaħ,בעל מצב רוח טוב או שמחה,X,הוא תמיד שמח.,He is always happy.
"happiness, joy",A2,feminine,שמחה,X,שִׂמְחָה,simħá,תחושת שמחה בלב,,השמחה שלה נראית בפניה.,Her happiness is visible on her face.
"sky, heaven",A1,masculine,שמים,X,שָׁמַיִם,shamáyim,הרקיע מעל לארץ,X,השמים כחולים היום.,The sky is blue today.
dress,A1,feminine,שמלה,X,שִׂמְלָה,simlá,לבוש נשי ארוך,X,השמלה שלה אדומה.,Her dress is red.
oil,A1,masculine,שמן,X,שָׁמֵן,shémen,נוזל שומני מצמחים או בעלי חיים,X,השמן על השולחן.,The oil is on the table.
fat,A2,masculine,שמן,X,שָׁמֵן,shamén,אדם בעל גוף שמן,,האכל הזה שמן מאוד.,This food is very fatty.
olive oil,A2,masculine,שמן זית,X,שֶׁמֶן זַיִת,shémen záyit,שמן שמופק מפרי זית,,אני מוריד שמן זית לסלט.,I add olive oil to the salad.
cream,A2,feminine,שמנת,X,שֶׁמֶנֶת,shaménet,נוזל חלבי סמיך,,הוא הוסיף שמנת לקפה שלו.,He added cream to his coffee.
audio,B2,masculine,שמע,,שָׁמַע,shéma,,,הקלט שמע באזור היה חלש.,The audio reception in the area was weak.
"keep, guard, preserve, save",A2,verb,שמר,X,שָׁמַר,shamár,שמר על דבר מפני סכנה או אבדן,,הוא שמר את הספר הישן.,He kept the old book.
yeast,B2,masculine,שמרים,,שְׁמָרִים,shmarím,,,השמרים גרמו לבצק לתפוח.,The yeast made the dough rise.
sun,A1,feminine,שמש,X,שֶׁמֶשׁ,shémesh,כדור אש שמאיר ומחמם ביום,X,השמש זורחת בבוקר.,The sun rises in the morning.
"sunny, solar",B2,adjective,שמשי,,שֶׁמֶשִׁי,shimshí,,,היום היה חמים ושמשי.,The day was warm and sunny.
parasol,B2,feminine,שמשייה,,שִׁמְשִׁיָּיה,shimshiyá,,,היא ישבה בצל שמשייה גדולה.,She sat in the shade of a large parasol.
tooth,A1,feminine,שן,X,שֵׁן,shen,איבר בפה המשמש ללעיסה,X,השן כואבת לי.,My tooth hurts.
"hate, hatred",B1,feminine,שנאה,,שִׂנְאָה,siná,רגש של שנאה כלפי אחר,,השנאה בין הקבוצות גדלה בשנים האחרונות.,The hatred between the groups has grown in recent years.
year,A1,feminine,שנה,X,שָׁנָה,shaná,יחידת זמן של שנים עשר חודשים,X,השנה היתה מיוחדת.,This year was special.
second,A1,adjective,שני,X,שֵׁנִי,shení,בסדר השני,X,זה היום השני.,Today is Monday.
second,A1,feminine,שנייה,X,שְׁנִיָּה,shniyá,יחידת זמן אחרי הראשונה,X,השנייה עוברת מהר.,The second passes quickly.
two,A1,masculine,שניים,X,שְׁנַיִם,shnáyim,המספר אחרי אחד,X,יש לנו שניים כסאות בחדר.,We have two chairs in the room.
light year,B2,feminine,שנת אור,,שְׁנַת אוֹר,shnát or,,,האור מהכוכב הגיע אלינו אחרי שנת אור.,The light from the star reached us after a light year.
school year,B2,feminine,שנת לימודים,,שְׁנַת לִימוּדִים,shnát limudím,,,שנת הלימודים נפתחת בספטמבר.,The school year opens in September.
"yearly, annual",B2,adjective,שנתי,,שְׁנָתִי,shnatí,,,הדו״ח מוגש באופן שנתי.,The report is submitted annually.
hour,A1,feminine,שעה,X,שָׁעָה,shaá,יחידת זמן של שישים דקות,X,יש לנו שעה חפשית.,We have a free hour.
"clock, watch",A1,masculine,שעון,X,שָׁעוֹן,shaón,מכשיר למדידת זמן,X,יש לי שעון ישן.,I have an old watch.
alarm clock,A2,masculine,שעון מעורר,X,שָׁעוֹן מְעוֹרֵר,shaón mórer,שעון המצלצל להעיר משינה,,השעון מעורר צלצל בבוקר.,The alarm clock rang in the morning.
bean,A2,feminine,שעועית,X,שְׁעוּעִית,sheuít,קטנית ירוקה או אדומה,,היא בישלה מרק עם שעועית.,She cooked soup with beans.
language,A1,feminine,שפה,X,שָׂפָה,safá,מערכת מילים לתקשורת,X,אני לומד שפה חדשה.,I am learning a new language.
mustache,A2,masculine,שפם,X,שָׂפָם,safám,שערות מעל השפה העליונה,,לאבא שלי יש שפם גדול.,My dad has a big mustache.
native language,B2,feminine,שפת אם,,שְׂפַת אֵם,sfat em,,,שפת האם שלי היא עברית.,My native language is Hebrew.
programming language,B2,feminine,שפת תכנות,,שְׂפַת תִּכְנוּת,sfát tiħnút,,,הקורס כלל שיעור בשפת תכנות.,The course included a lesson in programming language.
transparent,B1,adjective,שקוף,,שָׁקוּף,shakúf,שאינו נראה לעין,,החלון שלנו כמעט שקוף.,Our window is almost transparent.
quiet,A2,adjective,שקט,X,שָׁקֵט,shakét,שאינו רועש,,הבית שלנו שקט בלילה.,Our house is quiet at night.
"quiet, silence",A2,masculine,שקט,X,שֶׁקֶט,shéket,היעדר רעש,,"אתה יכול לדבר בשקט, בבקשה.","Can you speak quietly, please?"
shekel,A1,masculine,שקל,X,שֶׁקֶל,shékel,מטבע של ישראל,X,הספר עולה עשר שקלים.,The book costs ten shekels.
transparent slide,B2,masculine,שקף,,שֶׁקֶף,shékef,,,המרצה הציג את החומר על שקף.,The lecturer presented the material on a transparency.
"lie, falsehood",A2,masculine,שקר,X,שֶׁקֶר,shéker,דבר שאינו אמת,,"הוא אמר שקר, זה לא היה נכון.","He told a lie, it wasn’t true."
liar,B1,masculine,שקרן,,שַׁקְרָן,shakrán,מי שאומר שקר,,השקרן לא אומר את האמת.,The liar does not tell the truth.
sing,A1,verb,שר,X,שָׁר,shar,השמיע בקול מנגינה,X,הוא שר שיר חדש.,He sings a new song.
"commander, minister",B1,masculine,שר,,שַׂר,sar,מי שמפקד או שר בממשלה,,השר החליט על מדיניות חדשה.,The minister decided on a new policy.
"whistle, whistling",B2,feminine,שריקה,,שְׁרִיקָה,sh'riká,,,שריקה חזקה נשמעה מהמגרש.,A loud whistle was heard from the field.
muscle,B1,masculine,שריר,,שְׁרִיר,shirír,רקמה חזקה בגוף להזזה,,אני מרגיש כאב בשרירים אחרי האימון.,I feel muscle pain after the workout.
muscular,B2,adjective,שרירי,,שְׁרִירִי,shirirí,,,הספורטאי פיתח גוף שרירי.,The athlete developed a muscular body.
"janitor, server",B2,masculine,שרת,,שָׁרַת,sharát,,,השרת ניקה את בית הספר.,The janitor cleaned the school.
drink,A1,verb,שתה,X,שָׁתָה,shatá,הכניס נוזל לפה ובלע,X,היא שתתה מים.,She drank water.
two,A1,feminine,שתיים,X,שְׁתַּיִם,shtáyim,המספר אחרי אחת,X,לנו יש שתיים כוסות.,We have two cups.
theoretical,B2,adjective,תאורטי,,תֵּאוֹרֵטִי,teoreti,,,המאמר עסק בהיבטים תאורטיים של הנושא.,The article dealt with theoretical aspects of the subject.
date,A2,masculine,תאריך,X,תַּאֲרִיךְ,taaríħ,מועד כתוב בלוח,,תרשום את התאריך במסמך.,Write the date on the document.
expiration date,B2,masculine,תאריך פג תוקף,,תַּאֲרִיךְ פַּג תֹּקֶף,taariħ peg tokef,,,"החלב פג תוקף, בדוק את תאריך פג התוקף לפני השימוש.",The milk has expired; check the expiration date before use.
reaction,B1,feminine,תגובה,,תְּגוּבָה,tguvá,תגובה למשהו שנעשה,,התגובה שלו היתה מפתיעה.,His reaction was surprising.
comment,B2,feminine,תגובית,,תְּגוּבִית,tguvit,,,כתבת תגובית קצרה לידיעה בעיתון.,You wrote a short comment on the newspaper article.
tea,A1,masculine,תה,X,תֵּה,te,משקה חם מעלי צמח,X,אני שותה תה בבקר.,I drink tea in the morning.
thank you,A1,phrase,תודה,X,תוֹדָה,todá,מילת תודה והכרת טובה,X,תודה על העזרה!,Thank you for the help!
gratitude,B1,feminine,תודה,,תוֹדָה,todá,הבעת תודה,,הוא אמר תודה בקול חם ונעים.,He said thank you in a warm and pleasant voice.
history,B1,feminine,תולדות,,תוֹלְדוֹת,toldót,סיפור ההיסטוריה,,התולדות שלנו מלאות בארועים חשובים.,Our history is full of important events.
worm,A2,feminine,תולעת,X,תוֹלַעַת,toláat,יצור קטן דמוי חוט,,בגן היו הרבה תולעים.,There were many worms in the garden.
"Torah, teaching",A2,feminine,תורה,X,תוֹרָה,torá,תורת משה והיהדות,,התורה מלאה בסיפורים.,The Torah is full of stories.
strawberry,B1,masculine,תות,,תּוּת,tut,פרי אדום קטן ומתוק,,התות הזה מתוק וטרי.,This strawberry is sweet and fresh.
strawberry,A2,masculine,תות שדה,X,תוּת שָׂדֶה,tut sadé,פרי אדום מתוק,,היא אכלה תות שדה מתוק.,She ate a sweet strawberry.
"motion, move",B2,feminine,תזוזה,,תְּזוּזָה,tizuzá,,,הדלת נפתחה לאחר תזוזה קלה בידית.,The door opened after a slight movement of the handle.
transit,B1,feminine,תחבורה,,תַּחְבּוּרָה,taħburá,מערכת להסעת אנשים וכלים,,התחבורה הציבורית בעיר מאורגנת טוב.,Public transit in the city is well-organized.
"feeling, sensation",B1,feminine,תחושה,,תְּחוּשָׁה,tħushá,תחושת גוף או רגש,,התחושה הזאת מוזרה לי.,This feeling is strange to me.
revival,B2,feminine,תחייה,,תְּחִיָּיה,tħiyá,,,תחייה תרבותית חלה בעיר אחרי שנים של הזנחה.,A cultural revival took place in the city after years of neglect.
resurrection,B2,feminine,תחיית,,תְּחִיַּת,tħiyát,,,הסיפור מדבר על תחיית המתים באחרית הימים.,The story speaks of the resurrection of the dead at the end of days.
ammunition,B2,feminine,תחמושת,,תַּחְמוֹשֶׁת,taħmóshet,,,החיילים קיבלו תחמושת לפני הקרב.,The soldiers received ammunition before the battle.
station,A2,feminine,תחנה,X,תַּחֲנָה,taħaná,מקום לעצירה או מעבר,,האוטובוס עצר בתחנה.,The bus stopped at the station.
bus stop,A2,feminine,תחנת אוטובוס,X,תַּחֲנַת אוֹטוֹבּוּס,taħanát ótobus,מקום שבו עוצרים אוטובוסים,,תחנת האוטובוס נמצאת ליד הספר.,The bus stop is near the bookstore.
gas station,A2,feminine,תחנת דלק,X,תַּחֲנַת דֶּלֶק,taħanát délek,מקום למילוי דלק,,עצרנו בתחנת הדלק למלאות את המכונית.,We stopped at the gas station to fill up the car.
space station,B2,feminine,תחנת חלל,,תַּחֲנַת חָלָל,taħanát ħalál,,,תחנת חלל בינלאומית מקיפה את כדור הארץ.,An international space station orbits the Earth.
